NP_250241.1|PA1550	96432ae5ac6425755c608d6b69f709f6	179	Pfam	PF05751	FixH	12	155	1.0E-38	T	05-02-2023	IPR008620	Nitrogen fixation protein FixH	-
NP_253208.1|PA4518	7683d1d78a61238a0873257b37770f6f	141	SUPERFAMILY	SSF54593	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	5	134	6.05E-25	T	05-02-2023	IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	-
NP_253208.1|PA4518	7683d1d78a61238a0873257b37770f6f	141	PANTHER	PTHR36503	BLR2520 PROTEIN	5	139	3.5E-42	T	05-02-2023	-	-
NP_253208.1|PA4518	7683d1d78a61238a0873257b37770f6f	141	CDD	cd07251	VOC_like	8	127	5.38615E-57	T	05-02-2023	-	-
NP_253938.1|PA5251	81bedff3115a0df85a8fb65e4d345d67	192	SUPERFAMILY	SSF82861	Mechanosensitive channel protein MscS (YggB), transmembrane region	20	96	5.23E-6	T	05-02-2023	IPR011014	Mechanosensitive ion channel MscS, transmembrane-2	GO:0016020
NP_253938.1|PA5251	81bedff3115a0df85a8fb65e4d345d67	192	Pfam	PF00924	Mechanosensitive ion channel	60	181	5.2E-14	T	05-02-2023	IPR006685	Mechanosensitive ion channel MscS	GO:0016020|GO:0055085
NP_253938.1|PA5251	81bedff3115a0df85a8fb65e4d345d67	192	PANTHER	PTHR30221	SMALL-CONDUCTANCE MECHANOSENSITIVE CHANNEL	3	180	1.8E-38	T	05-02-2023	IPR045275	Mechanosensitive ion channel MscS, archaea/bacteria type	GO:0008381|GO:0055085
NP_253938.1|PA5251	81bedff3115a0df85a8fb65e4d345d67	192	SUPERFAMILY	SSF50182	Sm-like ribonucleoproteins	104	179	4.58E-10	T	05-02-2023	IPR010920	LSM domain superfamily	-
NP_249233.1|PA0542	b472ff8464cbf1db1f45572b9bb45c8f	139	Pfam	PF06476	Protein of unknown function (DUF1090)	21	128	2.0E-35	T	05-02-2023	IPR009468	Protein of unknown function DUF1090	-
NP_253595.1|PA4908	19498107eefcedd72bce73589fc41190	310	FunFam	G3DSA:3.40.50.720:FF:000311	Ornithine cyclodeaminase	121	293	3.8E-59	T	05-02-2023	-	-
NP_253595.1|PA4908	19498107eefcedd72bce73589fc41190	310	Pfam	PF02423	Ornithine cyclodeaminase/mu-crystallin family	47	309	1.2E-59	T	05-02-2023	IPR003462	Ornithine cyclodeaminase/mu-crystallin	-
NP_253595.1|PA4908	19498107eefcedd72bce73589fc41190	310	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	2	309	1.67E-87	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_253595.1|PA4908	19498107eefcedd72bce73589fc41190	310	PANTHER	PTHR13812	KETIMINE REDUCTASE MU-CRYSTALLIN	5	309	8.7E-84	T	05-02-2023	IPR003462	Ornithine cyclodeaminase/mu-crystallin	-
NP_250688.1|PA1998	58d3bcfe4e81c83ef83f7b788b1ddc18	306	FunFam	G3DSA:1.10.10.10:FF:000001	LysR family transcriptional regulator	1	84	2.3E-25	T	05-02-2023	-	-
NP_250688.1|PA1998	58d3bcfe4e81c83ef83f7b788b1ddc18	306	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	4	62	6.4E-22	T	05-02-2023	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
NP_250688.1|PA1998	58d3bcfe4e81c83ef83f7b788b1ddc18	306	CDD	cd08440	PBP2_LTTR_like_4	92	288	4.05242E-72	T	05-02-2023	-	-
NP_250688.1|PA1998	58d3bcfe4e81c83ef83f7b788b1ddc18	306	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	91	290	6.03E-40	T	05-02-2023	-	-
NP_250688.1|PA1998	58d3bcfe4e81c83ef83f7b788b1ddc18	306	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	1	84	1.18E-23	T	05-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	-
NP_250688.1|PA1998	58d3bcfe4e81c83ef83f7b788b1ddc18	306	Pfam	PF03466	LysR substrate binding domain	91	289	4.7E-43	T	05-02-2023	IPR005119	LysR, substrate-binding	-
NP_250688.1|PA1998	58d3bcfe4e81c83ef83f7b788b1ddc18	306	PANTHER	PTHR30419	HTH-TYPE TRANSCRIPTIONAL REGULATOR YBHD	1	293	3.0E-82	T	05-02-2023	-	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	CDD	cd01894	EngA1	6	162	4.45092E-85	T	05-02-2023	-	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	FunFam	G3DSA:3.40.50.300:FF:000057	GTPase Der	2	162	4.6E-66	T	05-02-2023	-	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	PANTHER	PTHR43834	GTPASE DER	2	475	0.0	T	05-02-2023	-	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	FunFam	G3DSA:3.30.300.20:FF:000004	GTPase Der	369	455	2.3E-29	T	05-02-2023	-	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	CDD	cd01895	EngA2	196	367	2.25481E-93	T	05-02-2023	-	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	FunFam	G3DSA:3.40.50.300:FF:000040	GTPase Der	193	368	3.4E-72	T	05-02-2023	-	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	Pfam	PF14714	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal	373	453	1.1E-24	T	05-02-2023	IPR032859	GTPase Der, C-terminal KH-domain-like	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	4	168	7.72E-45	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	137	459	4.09E-64	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	Pfam	PF01926	50S ribosome-binding GTPase	5	119	5.1E-28	T	05-02-2023	IPR006073	GTP binding domain	GO:0005525
NP_252488.1|PA3799	437b8899cbaf125cb63f2250795bf699	493	Pfam	PF01926	50S ribosome-binding GTPase	199	317	2.0E-24	T	05-02-2023	IPR006073	GTP binding domain	GO:0005525
NP_250544.1|PA1853	cd5db7e6d2d4537063c7c3993f237a43	287	FunFam	G3DSA:1.10.10.10:FF:000001	LysR family transcriptional regulator	1	83	4.5E-21	T	05-02-2023	-	-
NP_250544.1|PA1853	cd5db7e6d2d4537063c7c3993f237a43	287	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	4	62	1.1E-19	T	05-02-2023	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
NP_250544.1|PA1853	cd5db7e6d2d4537063c7c3993f237a43	287	CDD	cd05466	PBP2_LTTR_substrate	92	269	2.72016E-9	T	05-02-2023	-	-
NP_250544.1|PA1853	cd5db7e6d2d4537063c7c3993f237a43	287	Pfam	PF03466	LysR substrate binding domain	87	273	1.0E-22	T	05-02-2023	IPR005119	LysR, substrate-binding	-
NP_250544.1|PA1853	cd5db7e6d2d4537063c7c3993f237a43	287	PANTHER	PTHR30126	HTH-TYPE TRANSCRIPTIONAL REGULATOR	1	274	1.6E-53	T	05-02-2023	-	-
NP_250544.1|PA1853	cd5db7e6d2d4537063c7c3993f237a43	287	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	87	275	1.72E-24	T	05-02-2023	-	-
NP_250544.1|PA1853	cd5db7e6d2d4537063c7c3993f237a43	287	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	1	109	1.27E-21	T	05-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	-
NP_251950.1|PA3260	35423628047c5795295414fbf817195b	103	Pfam	PF01381	Helix-turn-helix	51	99	3.7E-13	T	05-02-2023	IPR001387	Cro/C1-type helix-turn-helix domain	-
NP_251950.1|PA3260	35423628047c5795295414fbf817195b	103	SUPERFAMILY	SSF47413	lambda repressor-like DNA-binding domains	49	98	9.92E-12	T	05-02-2023	IPR010982	Lambda repressor-like, DNA-binding domain superfamily	GO:0003677
NP_251950.1|PA3260	35423628047c5795295414fbf817195b	103	CDD	cd00093	HTH_XRE	50	98	7.89474E-12	T	05-02-2023	IPR001387	Cro/C1-type helix-turn-helix domain	-
NP_249971.1|PA1280	aea13a01ef48eb1aedc67faa2c31e431	194	CDD	cd07067	HP_PGM_like	4	175	1.46051E-23	T	05-02-2023	IPR013078	Histidine phosphatase superfamily, clade-1	-
NP_249971.1|PA1280	aea13a01ef48eb1aedc67faa2c31e431	194	PANTHER	PTHR48100	BROAD-SPECIFICITY PHOSPHATASE YOR283W-RELATED	4	161	7.6E-19	T	05-02-2023	-	-
NP_249971.1|PA1280	aea13a01ef48eb1aedc67faa2c31e431	194	Pfam	PF00300	Histidine phosphatase superfamily (branch 1)	7	184	1.8E-42	T	05-02-2023	IPR013078	Histidine phosphatase superfamily, clade-1	-
NP_249971.1|PA1280	aea13a01ef48eb1aedc67faa2c31e431	194	SUPERFAMILY	SSF53254	Phosphoglycerate mutase-like	2	188	3.0E-48	T	05-02-2023	IPR029033	Histidine phosphatase superfamily	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	Pfam	PF00873	AcrB/AcrD/AcrF family	3	1040	0.0	T	05-02-2023	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	SUPERFAMILY	SSF82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains	138	333	2.2E-28	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	PANTHER	PTHR32063	-	1	1050	0.0	T	05-02-2023	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	SUPERFAMILY	SSF82866	Multidrug efflux transporter AcrB transmembrane domain	844	1040	3.01E-46	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	FunFam	G3DSA:3.30.70.1430:FF:000002	Efflux pump membrane transporter	581	682	8.3E-32	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	SUPERFAMILY	SSF82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains	576	682	2.14E-27	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	SUPERFAMILY	SSF82866	Multidrug efflux transporter AcrB transmembrane domain	299	499	2.75E-50	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	FunFam	G3DSA:3.30.2090.10:FF:000001	Efflux pump membrane transporter	183	281	1.1E-39	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	SUPERFAMILY	SSF82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains	185	274	8.37E-21	T	05-02-2023	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	FunFam	G3DSA:3.30.2090.10:FF:000007	Efflux pump membrane transporter	737	825	4.7E-52	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	FunFam	G3DSA:1.20.1640.10:FF:000001	Efflux pump membrane transporter	324	510	1.9E-73	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	FunFam	G3DSA:3.30.70.1430:FF:000001	Efflux pump membrane transporter	40	143	1.0E-33	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	SUPERFAMILY	SSF82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains	41	134	4.19E-25	T	05-02-2023	-	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	SUPERFAMILY	SSF82714	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains	735	820	2.35E-20	T	05-02-2023	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	-
NP_251184.1|PA2494	707b22c7079ac8c5f3d6fd187412a3c7	1062	SUPERFAMILY	SSF82693	Multidrug efflux transporter AcrB pore domain; PN1, PN2, PC1 and PC2 subdomains	683	870	5.49E-25	T	05-02-2023	-	-
NP_250002.1|PA1311	b77e8c6c1126d8fcce6742977c1176ec	275	SUPERFAMILY	SSF56784	HAD-like	10	262	3.25E-57	T	05-02-2023	IPR036412	HAD-like superfamily	-
NP_250002.1|PA1311	b77e8c6c1126d8fcce6742977c1176ec	275	CDD	cd02586	HAD_PHN	9	250	0.0	T	05-02-2023	IPR006323	Phosphonoacetaldehyde hydrolase	GO:0019700|GO:0050194
NP_250002.1|PA1311	b77e8c6c1126d8fcce6742977c1176ec	275	FunFam	G3DSA:1.10.150.240:FF:000006	Phosphonoacetaldehyde hydrolase	27	104	5.3E-38	T	05-02-2023	-	-
NP_250002.1|PA1311	b77e8c6c1126d8fcce6742977c1176ec	275	PANTHER	PTHR43434	PHOSPHOGLYCOLATE PHOSPHATASE	10	257	4.1E-31	T	05-02-2023	-	-
NP_250002.1|PA1311	b77e8c6c1126d8fcce6742977c1176ec	275	Pfam	PF00702	haloacid dehalogenase-like hydrolase	14	201	7.0E-7	T	05-02-2023	-	-
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	Pfam	PF00378	Enoyl-CoA hydratase/isomerase	11	203	1.4E-31	T	05-02-2023	IPR001753	Enoyl-CoA hydratase/isomerase	GO:0003824
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	316	497	1.55E-56	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	FunFam	G3DSA:3.90.226.10:FF:000047	Probable 3-hydroxyacyl-CoA dehydrogenase	1	315	0.0	T	05-02-2023	-	-
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	Pfam	PF00725	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	499	599	2.2E-19	T	05-02-2023	IPR006108	3-hydroxyacyl-CoA dehydrogenase, C-terminal	GO:0006631|GO:0016491|GO:0016616
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	PANTHER	PTHR43612	TRIFUNCTIONAL ENZYME SUBUNIT ALPHA	3	714	0.0	T	05-02-2023	-	-
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	SUPERFAMILY	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	498	640	1.7E-21	T	05-02-2023	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	-
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	SUPERFAMILY	SSF52096	ClpP/crotonase	3	297	8.89E-62	T	05-02-2023	IPR029045	ClpP/crotonase-like domain superfamily	-
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	CDD	cd06558	crotonase-like	5	203	2.12076E-40	T	05-02-2023	-	-
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	FunFam	G3DSA:3.40.50.720:FF:000009	Fatty oxidation complex, alpha subunit	316	501	1.1E-70	T	05-02-2023	-	-
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	FunFam	G3DSA:1.10.1040.50:FF:000005	Probable 3-hydroxyacyl-CoA dehydrogenase	500	706	3.6E-92	T	05-02-2023	-	-
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	Pfam	PF02737	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	318	496	2.6E-59	T	05-02-2023	IPR006176	3-hydroxyacyl-CoA dehydrogenase, NAD binding	GO:0006631|GO:0070403
NP_250428.1|PA1737	5d2c32c8bc09de753455b99603e9e436	714	SUPERFAMILY	SSF48179	6-phosphogluconate dehydrogenase C-terminal domain-like	622	714	3.4E-18	T	05-02-2023	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily	-
NP_249151.1|PA0460	cb787a167dc840e02f0dee4f891d3a84	192	Pfam	PF11075	Protein of unknown function VcgC/VcgE (DUF2780)	13	178	4.5E-42	T	05-02-2023	IPR021302	Protein of unknown function DUF2780, VcgC/VcgE	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	CDD	cd00082	HisKA	605	655	2.17044E-6	T	05-02-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	SUPERFAMILY	SSF52172	CheY-like	862	979	1.02E-34	T	05-02-2023	IPR011006	CheY-like superfamily	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	Pfam	PF00072	Response regulator receiver domain	864	978	1.2E-25	T	05-02-2023	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	318	547	1.0E-23	T	05-02-2023	-	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	CDD	cd17546	REC_hyHK_CKI1_RcsC-like	864	978	2.43749E-45	T	05-02-2023	-	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	663	833	1.24E-40	T	05-02-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	721	834	1.0E-23	T	05-02-2023	IPR003594	Histidine kinase/HSP90-like ATPase	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3	89	284	4.4E-18	T	05-02-2023	IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3	339	547	4.7E-16	T	05-02-2023	IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	87	286	1.0E-28	T	05-02-2023	-	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	CDD	cd13707	PBP2_BvgS_D2	322	547	2.53686E-74	T	05-02-2023	-	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	FunFam	G3DSA:3.30.565.10:FF:000010	Sensor histidine kinase RcsC	672	837	9.2E-44	T	05-02-2023	-	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	CDD	cd13705	PBP2_BvgS_D1	84	297	2.80978E-83	T	05-02-2023	-	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	608	673	5.4E-11	T	05-02-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	SUPERFAMILY	SSF47384	Homodimeric domain of signal transducing histidine kinase	593	674	1.77E-15	T	05-02-2023	IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	GO:0000155|GO:0007165
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	CDD	cd16922	HATPase_EvgS-ArcB-TorS-like	725	835	4.02504E-51	T	05-02-2023	-	-
NP_251273.1|PA2583	23c0113c3d7bb816d09be3b265355f53	992	PANTHER	PTHR43047	TWO-COMPONENT HISTIDINE PROTEIN KINASE	510	983	4.3E-117	T	05-02-2023	-	-
NP_250201.1|PA1510	9b3a3dd5a9a6f38338f8ffe1f6f4457c	569	PANTHER	PTHR11440	LECITHIN-CHOLESTEROL ACYLTRANSFERASE-RELATED	35	538	2.3E-12	T	05-02-2023	-	-
NP_250201.1|PA1510	9b3a3dd5a9a6f38338f8ffe1f6f4457c	569	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	50	340	9.36E-9	T	05-02-2023	IPR029058	Alpha/Beta hydrolase fold	-
NP_253519.1|PA4832	db51ac04843e70a65582b50a8412aa8a	265	Pfam	PF00106	short chain dehydrogenase	9	197	2.8E-42	T	05-02-2023	IPR002347	Short-chain dehydrogenase/reductase SDR	-
NP_253519.1|PA4832	db51ac04843e70a65582b50a8412aa8a	265	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	5	229	9.3E-57	T	05-02-2023	IPR036291	NAD(P)-binding domain superfamily	-
NP_253519.1|PA4832	db51ac04843e70a65582b50a8412aa8a	265	CDD	cd05233	SDR_c	10	220	2.61939E-48	T	05-02-2023	-	-
NP_253519.1|PA4832	db51ac04843e70a65582b50a8412aa8a	265	PANTHER	PTHR43899	RH59310P	9	242	5.7E-49	T	05-02-2023	-	-
NP_250692.1|PA2002	fde449868abc0f2894e1a21cdef1b356	474	Pfam	PF02667	Short chain fatty acid transporter	14	458	6.0E-83	T	05-02-2023	IPR006160	Short chain fatty acid transporter AtoE	-
NP_250692.1|PA2002	fde449868abc0f2894e1a21cdef1b356	474	PANTHER	PTHR41983	SHORT-CHAIN FATTY ACID TRANSPORTER-RELATED	13	462	0.0	T	05-02-2023	IPR006160	Short chain fatty acid transporter AtoE	-
NP_251632.1|PA2942	c3f399ae10dfe2bfa2f9aa642eadfdbf	338	PANTHER	PTHR32039	MAGNESIUM-CHELATASE SUBUNIT CHLI	5	58	4.4E-105	T	05-02-2023	IPR045006	Magnesium-chelatase subunit ChlI-like	-
NP_251632.1|PA2942	c3f399ae10dfe2bfa2f9aa642eadfdbf	338	Pfam	PF07728	AAA domain (dynein-related subfamily)	33	163	2.7E-12	T	05-02-2023	IPR011704	ATPase, dynein-related, AAA domain	GO:0005524|GO:0016887
NP_251632.1|PA2942	c3f399ae10dfe2bfa2f9aa642eadfdbf	338	Pfam	PF17863	AAA lid domain	229	287	5.4E-15	T	05-02-2023	IPR041628	ChlI/MoxR, AAA lid domain	-
NP_251632.1|PA2942	c3f399ae10dfe2bfa2f9aa642eadfdbf	338	CDD	cd00009	AAA	13	170	1.72995E-12	T	05-02-2023	-	-
NP_251632.1|PA2942	c3f399ae10dfe2bfa2f9aa642eadfdbf	338	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	6	283	1.65E-54	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_253985.1|PA5298	92e3ce253622b420b75b78370b35d16a	190	CDD	cd06223	PRTases_typeI	38	176	2.4389E-13	T	05-02-2023	IPR000836	Phosphoribosyltransferase domain	-
NP_253985.1|PA5298	92e3ce253622b420b75b78370b35d16a	190	PANTHER	PTHR43864	HYPOXANTHINE/GUANINE PHOSPHORIBOSYLTRANSFERASE	3	188	1.2E-62	T	05-02-2023	-	-
NP_253985.1|PA5298	92e3ce253622b420b75b78370b35d16a	190	FunFam	G3DSA:3.40.50.2020:FF:000027	Xanthine phosphoribosyltransferase	3	188	1.9E-97	T	05-02-2023	-	-
NP_253985.1|PA5298	92e3ce253622b420b75b78370b35d16a	190	Pfam	PF00156	Phosphoribosyl transferase domain	32	156	1.2E-6	T	05-02-2023	IPR000836	Phosphoribosyltransferase domain	-
NP_253985.1|PA5298	92e3ce253622b420b75b78370b35d16a	190	SUPERFAMILY	SSF53271	PRTase-like	1	188	4.69E-46	T	05-02-2023	IPR029057	Phosphoribosyltransferase-like	-
NP_254195.1|PA5508	02ab7b3ca7750a826370fe927e0b3dc8	443	Pfam	PF00120	Glutamine synthetase, catalytic domain	106	426	6.8E-89	T	05-02-2023	IPR008146	Glutamine synthetase, catalytic domain	GO:0004356|GO:0006807
NP_254195.1|PA5508	02ab7b3ca7750a826370fe927e0b3dc8	443	FunFam	G3DSA:3.30.590.10:FF:000023	Probable glutamine synthetase	102	443	0.0	T	05-02-2023	-	-
NP_254195.1|PA5508	02ab7b3ca7750a826370fe927e0b3dc8	443	Pfam	PF16952	Glutamine synthetase N-terminal domain	3	104	2.1E-50	T	05-02-2023	IPR008147	Glutamine synthetase, N-terminal domain	GO:0004356|GO:0006542|GO:0006807
NP_254195.1|PA5508	02ab7b3ca7750a826370fe927e0b3dc8	443	SUPERFAMILY	SSF55931	Glutamine synthetase/guanido kinase	105	440	3.14E-80	T	05-02-2023	IPR014746	Glutamine synthetase/guanido kinase, catalytic domain	GO:0003824
NP_254195.1|PA5508	02ab7b3ca7750a826370fe927e0b3dc8	443	PANTHER	PTHR43785	GAMMA-GLUTAMYLPUTRESCINE SYNTHETASE	7	443	8.5E-89	T	05-02-2023	-	-
NP_250351.1|PA1660	1873a63788d3b8318ca49804a825beb7	526	PANTHER	PTHR35370	CYTOPLASMIC PROTEIN-RELATED-RELATED	1	526	0.0	T	05-02-2023	IPR010272	Type VI secretion system TssF	-
NP_250351.1|PA1660	1873a63788d3b8318ca49804a825beb7	526	Pfam	PF05947	Type VI secretion system, TssF	1	522	2.8E-109	T	05-02-2023	IPR010272	Type VI secretion system TssF	-
NP_251023.1|PA2333	f4ce7e191483f95edf101d912c4e1a6e	538	CDD	cd16028	PMH	8	507	0.0	T	05-02-2023	-	-
NP_251023.1|PA2333	f4ce7e191483f95edf101d912c4e1a6e	538	PANTHER	PTHR45953	IDURONATE 2-SULFATASE	3	503	6.0E-102	T	05-02-2023	-	-
NP_251023.1|PA2333	f4ce7e191483f95edf101d912c4e1a6e	538	FunFam	G3DSA:3.40.720.10:FF:000062	Probable sulfatase	7	508	0.0	T	05-02-2023	-	-
NP_251023.1|PA2333	f4ce7e191483f95edf101d912c4e1a6e	538	Pfam	PF00884	Sulfatase	8	392	7.2E-58	T	05-02-2023	IPR000917	Sulfatase, N-terminal	GO:0008484
NP_251023.1|PA2333	f4ce7e191483f95edf101d912c4e1a6e	538	SUPERFAMILY	SSF53649	Alkaline phosphatase-like	7	502	2.14E-115	T	05-02-2023	IPR017850	Alkaline-phosphatase-like, core domain superfamily	-
NP_251975.1|PA3285	9af5447ccb383a8dea9d7f1aff33f0d7	203	SUPERFAMILY	SSF88659	Sigma3 and sigma4 domains of RNA polymerase sigma factors	119	194	6.17E-14	T	05-02-2023	IPR013324	RNA polymerase sigma factor, region 3/4-like	-
NP_251975.1|PA3285	9af5447ccb383a8dea9d7f1aff33f0d7	203	CDD	cd06171	Sigma70_r4	137	190	1.81174E-10	T	05-02-2023	-	-
NP_251975.1|PA3285	9af5447ccb383a8dea9d7f1aff33f0d7	203	PANTHER	PTHR43133	RNA POLYMERASE ECF-TYPE SIGMA FACTO	3	199	1.2E-37	T	05-02-2023	IPR039425	RNA polymerase sigma-70 like	-
