id_row	id	md5	protein_len	method	id_method	description	start_loc	end_loc	score	status	date	interpro_access	interpro_description	type	GO
7578	NP_391966.1	8f4a254d4182117569d0e5351ab717a0	126	SUPERFAMILY	SSF54593	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	1	124	2.01e-24	T	08-02-2023	IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	HOMOLOGOUS_SUPERFAMILY	NaN
7579	NP_388612.1	3ed9977a1643b6c3daaa2455e8ca9051	311	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	3	283	1.21e-20	T	08-02-2023	IPR029044	Nucleotide-diphospho-sugar transferases	HOMOLOGOUS_SUPERFAMILY	NaN
7580	NP_390668.1	7ce0c090b5afddec9426a00d5ddf37e0	285	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	1	185	1.4899999999999999e-52	T	08-02-2023	NaN	NaN	NaN	NaN
7581	NP_390668.1	7ce0c090b5afddec9426a00d5ddf37e0	285	CDD	cd04905	ACT_CM-PDT	200	280	5.373630000000001e-32	T	08-02-2023	NaN	NaN	NaN	NaN
7582	NP_390668.1	7ce0c090b5afddec9426a00d5ddf37e0	285	PANTHER	PTHR21022	PREPHENATE DEHYDRATASE  P PROTEIN	1	281	5.9e-67	T	08-02-2023	NaN	NaN	NaN	NaN
7583	NP_390668.1	7ce0c090b5afddec9426a00d5ddf37e0	285	FunFam	G3DSA:3.40.190.10:FF:000064	Prephenate dehydratase	1	89	7.4e-31	T	08-02-2023	NaN	NaN	NaN	NaN
7584	NP_390668.1	7ce0c090b5afddec9426a00d5ddf37e0	285	CDD	cd13633	PBP2_Sa-PDT_like	1	183	1.19153e-94	T	08-02-2023	NaN	NaN	NaN	NaN
7585	NP_390668.1	7ce0c090b5afddec9426a00d5ddf37e0	285	SUPERFAMILY	SSF55021	ACT-like	194	281	1.55e-22	T	08-02-2023	IPR045865	ACT-like domain	HOMOLOGOUS_SUPERFAMILY	NaN
7586	NP_390668.1	7ce0c090b5afddec9426a00d5ddf37e0	285	FunFam	G3DSA:3.30.70.260:FF:000012	Prephenate dehydratase	193	285	3.0000000000000005e-28	T	08-02-2023	NaN	NaN	NaN	NaN
7587	NP_390668.1	7ce0c090b5afddec9426a00d5ddf37e0	285	Pfam	PF00800	Prephenate dehydratase	3	185	5.2e-55	T	08-02-2023	IPR001086	Prephenate dehydratase	DOMAIN	GO:0004664
7587	NP_390668.1	7ce0c090b5afddec9426a00d5ddf37e0	285	Pfam	PF00800	Prephenate dehydratase	3	185	5.2e-55	T	08-02-2023	IPR001086	Prephenate dehydratase	DOMAIN	GO:0009094
7588	NP_388300.1	e5d683013769e5fcced74e7ca48753a2	286	PANTHER	PTHR48107	NADPH-DEPENDENT ALDEHYDE REDUCTASE-LIKE PROTEIN, CHLOROPLASTIC-RELATED	16	282	2e-97	T	08-02-2023	NaN	NaN	NaN	NaN
7589	NP_388300.1	e5d683013769e5fcced74e7ca48753a2	286	CDD	cd05355	SDR_c1	17	284	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
7590	NP_388300.1	e5d683013769e5fcced74e7ca48753a2	286	FunFam	G3DSA:3.40.50.720:FF:000084	Short-chain dehydrogenase reductase	29	285	3.8999999999999995e-70	T	08-02-2023	NaN	NaN	NaN	NaN
7591	NP_388300.1	e5d683013769e5fcced74e7ca48753a2	286	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	52	281	2.0000000000000002e-60	T	08-02-2023	NaN	NaN	NaN	NaN
7592	NP_388300.1	e5d683013769e5fcced74e7ca48753a2	286	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	41	282	1.29e-81	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7593	NP_391432.1	8228728c3c32416269aa1cb86cd256fe	391	Pfam	PF03816	LytR_cpsA_psr family	95	247	9.8e-53	T	08-02-2023	IPR004474	Cell envelope-related transcriptional attenuator domain	DOMAIN	NaN
7594	NP_391432.1	8228728c3c32416269aa1cb86cd256fe	391	PANTHER	PTHR33392	POLYISOPRENYL-TEICHOIC ACID--PEPTIDOGLYCAN TEICHOIC ACID TRANSFERASE TAGU	8	379	8e-96	T	08-02-2023	NaN	NaN	NaN	NaN
7595	NP_389142.2	605085dc4f30e4952c1f0ce7aaac93c2	275	Pfam	PF14550	Putative phage serine protease XkdF	40	157	1.1999999999999999e-46	T	08-02-2023	IPR027924	Phage-like element PBSX protein, XkdF	DOMAIN	NaN
7596	NP_391128.1	ce3f0790ea944331a2f009ca95e6d507	745	Pfam	PF20256	Molybdopterin cofactor-binding domain	418	677	2.5e-57	T	08-02-2023	IPR046867	Aldehyde oxidase/xanthine dehydrogenase, second molybdopterin binding domain	DOMAIN	NaN
7597	NP_391128.1	ce3f0790ea944331a2f009ca95e6d507	745	PANTHER	PTHR11908	XANTHINE DEHYDROGENASE	14	721	6.399999999999999e-129	T	08-02-2023	IPR016208	Aldehyde oxidase/xanthine dehydrogenase	FAMILY	GO:0005506
7597	NP_391128.1	ce3f0790ea944331a2f009ca95e6d507	745	PANTHER	PTHR11908	XANTHINE DEHYDROGENASE	14	721	6.399999999999999e-129	T	08-02-2023	IPR016208	Aldehyde oxidase/xanthine dehydrogenase	FAMILY	GO:0016491
7598	NP_391128.1	ce3f0790ea944331a2f009ca95e6d507	745	SUPERFAMILY	SSF56003	Molybdenum cofactor-binding domain	128	738	0.0	T	08-02-2023	IPR037165	Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0016491
7599	NP_391128.1	ce3f0790ea944331a2f009ca95e6d507	745	Pfam	PF02738	Molybdopterin cofactor-binding domain	143	381	1.6e-77	T	08-02-2023	IPR008274	Aldehyde oxidase/xanthine dehydrogenase, first molybdopterin binding domain	DOMAIN	GO:0016491
7600	NP_391128.1	ce3f0790ea944331a2f009ca95e6d507	745	SUPERFAMILY	SSF54665	CO dehydrogenase molybdoprotein N-domain-like	7	143	3.53e-41	T	08-02-2023	IPR036856	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7601	NP_391128.1	ce3f0790ea944331a2f009ca95e6d507	745	Pfam	PF01315	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	18	124	1.9e-34	T	08-02-2023	IPR000674	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead	DOMAIN	NaN
7602	YP_003097766.1	badb44a070b508233c9d5387cd7e8dc6	43	Pfam	PF13056	Protein of unknown function (DUF3918)	1	43	5.4e-22	T	08-02-2023	IPR025029	Protein of unknown function DUF3918	FAMILY	NaN
7603	NP_391779.3	273f5e675a5705b57a01a8132e6ad76b	472	PANTHER	PTHR30354	GNT FAMILY GLUCONATE TRANSPORTER	2	469	1.7e-95	T	08-02-2023	IPR003474	Gluconate transporter	FAMILY	GO:0015128
7603	NP_391779.3	273f5e675a5705b57a01a8132e6ad76b	472	PANTHER	PTHR30354	GNT FAMILY GLUCONATE TRANSPORTER	2	469	1.7e-95	T	08-02-2023	IPR003474	Gluconate transporter	FAMILY	GO:0016020
7603	NP_391779.3	273f5e675a5705b57a01a8132e6ad76b	472	PANTHER	PTHR30354	GNT FAMILY GLUCONATE TRANSPORTER	2	469	1.7e-95	T	08-02-2023	IPR003474	Gluconate transporter	FAMILY	GO:0035429
7604	NP_389382.1	aacb77a61a317ce3710efa62abeb3856	149	PANTHER	PTHR38448	REGULATORY PROTEIN YLBF-RELATED	3	146	4e-61	T	08-02-2023	NaN	NaN	NaN	NaN
7605	NP_389382.1	aacb77a61a317ce3710efa62abeb3856	149	SUPERFAMILY	SSF158622	YheA/YmcA-like	4	126	3.66e-35	T	08-02-2023	IPR023378	YheA/YmcA-like domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7606	NP_389382.1	aacb77a61a317ce3710efa62abeb3856	149	Pfam	PF06133	Control of competence regulator ComK, YlbF/YmcA	12	115	1.8000000000000001e-22	T	08-02-2023	IPR010368	Control of competence regulator ComK, YlbF/YmcA	FAMILY	NaN
7607	YP_003097793.1	b88d47f68139353aab786f7ab0416e16	112	CDD	cd00090	HTH_ARSR	10	81	1.186e-05	T	08-02-2023	IPR011991	ArsR-like helix-turn-helix domain	DOMAIN	NaN
7608	YP_003097793.1	b88d47f68139353aab786f7ab0416e16	112	Pfam	PF03551	Transcriptional regulator PadR-like family	15	89	6.7e-28	T	08-02-2023	IPR005149	Transcription regulator PadR, N-terminal	DOMAIN	NaN
7609	YP_003097793.1	b88d47f68139353aab786f7ab0416e16	112	PANTHER	PTHR33169	PADR-FAMILY TRANSCRIPTIONAL REGULATOR	2	104	5.3e-27	T	08-02-2023	NaN	NaN	NaN	NaN
7610	YP_003097793.1	b88d47f68139353aab786f7ab0416e16	112	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	13	105	3.3e-32	T	08-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7611	NP_390440.1	a6d54d039661ad536b93843b7a7f9daf	118	PANTHER	PTHR21043	IOJAP SUPERFAMILY ORTHOLOG	7	115	2.7000000000000003e-28	T	08-02-2023	IPR004394	Protein Iojap/ribosomal silencing factor RsfS	FAMILY	NaN
7612	NP_390440.1	a6d54d039661ad536b93843b7a7f9daf	118	SUPERFAMILY	SSF81301	Nucleotidyltransferase	1	114	2.94e-41	T	08-02-2023	IPR043519	Nucleotidyltransferase superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7613	NP_390440.1	a6d54d039661ad536b93843b7a7f9daf	118	Pfam	PF02410	Ribosomal silencing factor during starvation	11	104	2.4e-28	T	08-02-2023	NaN	NaN	NaN	NaN
7614	NP_390440.1	a6d54d039661ad536b93843b7a7f9daf	118	FunFam	G3DSA:3.30.460.10:FF:000015	Ribosomal silencing factor RsfS	1	108	3.4999999999999995e-55	T	08-02-2023	NaN	NaN	NaN	NaN
7615	NP_388154.1	ae7d0b3407e15cd55fb0dc3c0165a48b	358	CDD	cd00043	CYCLIN_SF	270	340	0.00948039	T	08-02-2023	NaN	NaN	NaN	NaN
7616	NP_388154.1	ae7d0b3407e15cd55fb0dc3c0165a48b	358	SUPERFAMILY	SSF47954	Cyclin-like	271	347	2.95e-08	T	08-02-2023	IPR036915	Cyclin-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7617	NP_388154.1	ae7d0b3407e15cd55fb0dc3c0165a48b	358	SUPERFAMILY	SSF103642	Sec-C motif	4	24	1.57e-07	T	08-02-2023	NaN	NaN	NaN	NaN
7618	NP_388154.1	ae7d0b3407e15cd55fb0dc3c0165a48b	358	Pfam	PF05225	helix-turn-helix, Psq domain	296	346	3.8e-16	T	08-02-2023	IPR007889	DNA binding HTH domain, Psq-type	DOMAIN	GO:0003677
7619	NP_388154.1	ae7d0b3407e15cd55fb0dc3c0165a48b	358	Pfam	PF02810	SEC-C motif	6	23	1.3e-09	T	08-02-2023	IPR004027	SEC-C motif	CONSERVED_SITE	NaN
7620	NP_391196.1	12cc85197acc7d371f875485b534cf42	442	PANTHER	PTHR42794	HEMIN IMPORT ATP-BINDING PROTEIN HMUV	2	265	1.4999999999999999e-116	T	08-02-2023	NaN	NaN	NaN	NaN
7621	NP_391196.1	12cc85197acc7d371f875485b534cf42	442	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	3	215	4.1800000000000003e-57	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	HOMOLOGOUS_SUPERFAMILY	NaN
7622	NP_391196.1	12cc85197acc7d371f875485b534cf42	442	CDD	cd03214	ABC_Iron-Siderophores_B12_Hemin	2	215	3.49917e-76	T	08-02-2023	NaN	NaN	NaN	NaN
7623	NP_391196.1	12cc85197acc7d371f875485b534cf42	442	FunFam	G3DSA:3.40.50.300:FF:000134	Iron-enterobactin ABC transporter ATP-binding protein	1	251	1.3e-75	T	08-02-2023	NaN	NaN	NaN	NaN
7624	NP_391196.1	12cc85197acc7d371f875485b534cf42	442	Pfam	PF00005	ABC transporter	17	166	2.1e-31	T	08-02-2023	IPR003439	ABC transporter-like, ATP-binding domain	DOMAIN	GO:0005524
7625	NP_391373.1	59b37da2410f17d54fde1f221c753e72	391	CDD	cd00773	HisRS-like_core	18	322	2.25837e-84	T	08-02-2023	IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain	DOMAIN	NaN
7626	NP_391373.1	59b37da2410f17d54fde1f221c753e72	391	FunFam	G3DSA:3.40.50.12590:FF:000001	ATP phosphoribosyltransferase regulatory subunit	323	391	4.4e-50	T	08-02-2023	NaN	NaN	NaN	NaN
7627	NP_391373.1	59b37da2410f17d54fde1f221c753e72	391	Pfam	PF13393	Histidyl-tRNA synthetase	9	317	5.6e-76	T	08-02-2023	IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain	DOMAIN	NaN
7628	NP_391373.1	59b37da2410f17d54fde1f221c753e72	391	PANTHER	PTHR43707	HISTIDYL-TRNA SYNTHETASE	5	384	3.1999999999999998e-62	T	08-02-2023	IPR004516	Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit	FAMILY	GO:0005737
7629	NP_391373.1	59b37da2410f17d54fde1f221c753e72	391	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	4	321	1.6e-63	T	08-02-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	HOMOLOGOUS_SUPERFAMILY	NaN
7630	NP_388596.2	74706d13c919c9dfbf56ea22632214a9	108	PANTHER	PTHR34474	SIGNAL TRANSDUCTION PROTEIN TRAP	2	103	6.1e-17	T	08-02-2023	NaN	NaN	NaN	NaN
7631	NP_388596.2	74706d13c919c9dfbf56ea22632214a9	108	SUPERFAMILY	SSF54909	Dimeric alpha+beta barrel	1	98	1.6499999999999998e-23	T	08-02-2023	IPR011008	Dimeric alpha-beta barrel	HOMOLOGOUS_SUPERFAMILY	NaN
7632	NP_388596.2	74706d13c919c9dfbf56ea22632214a9	108	Pfam	PF03992	Antibiotic biosynthesis monooxygenase	1	77	9.6e-16	T	08-02-2023	IPR007138	Antibiotic biosynthesis monooxygenase domain	DOMAIN	NaN
7633	NP_388016.1	4ec6b0312cbac36fd4100c5908310d99	146	FunFam	G3DSA:3.100.10.10:FF:000004	50S ribosomal protein L15	66	146	2.3999999999999998e-43	T	08-02-2023	NaN	NaN	NaN	NaN
7634	NP_388016.1	4ec6b0312cbac36fd4100c5908310d99	146	PANTHER	PTHR12934	50S RIBOSOMAL PROTEIN L15	1	143	3e-45	T	08-02-2023	IPR005749	Ribosomal protein L15, bacterial-type	FAMILY	GO:0003735
7634	NP_388016.1	4ec6b0312cbac36fd4100c5908310d99	146	PANTHER	PTHR12934	50S RIBOSOMAL PROTEIN L15	1	143	3e-45	T	08-02-2023	IPR005749	Ribosomal protein L15, bacterial-type	FAMILY	GO:0006412
7634	NP_388016.1	4ec6b0312cbac36fd4100c5908310d99	146	PANTHER	PTHR12934	50S RIBOSOMAL PROTEIN L15	1	143	3e-45	T	08-02-2023	IPR005749	Ribosomal protein L15, bacterial-type	FAMILY	GO:0015934
7635	NP_388016.1	4ec6b0312cbac36fd4100c5908310d99	146	SUPERFAMILY	SSF52080	Ribosomal proteins L15p and L18e	4	143	1.02e-50	T	08-02-2023	IPR036227	Ribosomal L18e/L15P superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7636	NP_388016.1	4ec6b0312cbac36fd4100c5908310d99	146	Pfam	PF00828	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	27	144	1.8e-38	T	08-02-2023	IPR021131	Ribosomal protein L18e/L15P	DOMAIN	NaN
7637	NP_391425.2	c931fd950b732a91e3c637905b802aa8	240	Pfam	PF18912	Double zinc ribbon domain	14	71	2.5e-08	T	08-02-2023	IPR044005	Double zinc ribbon domain	DOMAIN	NaN
7638	NP_391425.2	c931fd950b732a91e3c637905b802aa8	240	CDD	cd06223	PRTases_typeI	134	238	5.35835e-13	T	08-02-2023	IPR000836	Phosphoribosyltransferase domain	DOMAIN	NaN
7639	NP_391425.2	c931fd950b732a91e3c637905b802aa8	240	SUPERFAMILY	SSF53271	PRTase-like	81	239	3.8e-19	T	08-02-2023	IPR029057	Phosphoribosyltransferase-like	HOMOLOGOUS_SUPERFAMILY	NaN
7640	NP_391425.2	c931fd950b732a91e3c637905b802aa8	240	PANTHER	PTHR47505	DNA UTILIZATION PROTEIN YHGH	13	240	2.4e-50	T	08-02-2023	NaN	NaN	NaN	NaN
7641	NP_388983.1	5bc39cb7ff65dae49f521df26a590c79	163	SUPERFAMILY	SSF89963	YajQ-like	6	90	7.849999999999999e-30	T	08-02-2023	IPR036183	YajQ-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7642	NP_388983.1	5bc39cb7ff65dae49f521df26a590c79	163	SUPERFAMILY	SSF89963	YajQ-like	6	90	7.849999999999999e-30	T	08-02-2023	IPR036183	YajQ-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7643	NP_388983.1	5bc39cb7ff65dae49f521df26a590c79	163	CDD	cd11740	YajQ_like	5	163	8.71063e-86	T	08-02-2023	IPR007551	Protein of unknown function DUF520	FAMILY	NaN
7644	NP_388983.1	5bc39cb7ff65dae49f521df26a590c79	163	FunFam	G3DSA:3.30.70.990:FF:000002	UPF0234 protein LEP1GSC067_4943	12	98	4.4e-44	T	08-02-2023	NaN	NaN	NaN	NaN
7645	NP_388983.1	5bc39cb7ff65dae49f521df26a590c79	163	PANTHER	PTHR30476	UNCHARACTERIZED	5	163	9.5e-63	T	08-02-2023	IPR007551	Protein of unknown function DUF520	FAMILY	NaN
7646	NP_388983.1	5bc39cb7ff65dae49f521df26a590c79	163	Pfam	PF04461	Protein of unknown function (DUF520)	5	163	5.3999999999999995e-62	T	08-02-2023	IPR007551	Protein of unknown function DUF520	FAMILY	NaN
7647	NP_388983.1	5bc39cb7ff65dae49f521df26a590c79	163	FunFam	G3DSA:3.30.70.860:FF:000003	UPF0234 protein YBT020_06460	99	163	5.6e-37	T	08-02-2023	NaN	NaN	NaN	NaN
7648	NP_388983.1	5bc39cb7ff65dae49f521df26a590c79	163	SUPERFAMILY	SSF89963	YajQ-like	92	163	1.12e-25	T	08-02-2023	IPR036183	YajQ-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7649	NP_388983.1	5bc39cb7ff65dae49f521df26a590c79	163	SUPERFAMILY	SSF89963	YajQ-like	92	163	1.12e-25	T	08-02-2023	IPR036183	YajQ-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7650	NP_390917.1	d4de135f7b29acf76d423f161ca35966	334	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	217	324	4.7e-18	T	08-02-2023	IPR003594	Histidine kinase/HSP90-like ATPase	DOMAIN	NaN
7651	NP_390917.1	d4de135f7b29acf76d423f161ca35966	334	PANTHER	PTHR45453	PHOSPHATE REGULON SENSOR PROTEIN PHOR	102	325	2.8e-38	T	08-02-2023	NaN	NaN	NaN	NaN
7652	NP_390917.1	d4de135f7b29acf76d423f161ca35966	334	CDD	cd16948	HATPase_BceS-YxdK-YvcQ-like	216	323	3.48387e-59	T	08-02-2023	NaN	NaN	NaN	NaN
7653	NP_390917.1	d4de135f7b29acf76d423f161ca35966	334	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	175	324	2.1e-29	T	08-02-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7654	NP_389808.1	3985f6a91cfce86d9e4a10fea9db40a3	158	CDD	cd06464	ACD_sHsps-like	61	146	2.84652e-16	T	08-02-2023	NaN	NaN	NaN	NaN
7655	NP_389808.1	3985f6a91cfce86d9e4a10fea9db40a3	158	Pfam	PF00011	Hsp20/alpha crystallin family	62	152	4.3e-09	T	08-02-2023	IPR002068	Alpha crystallin/Hsp20 domain	DOMAIN	NaN
7656	NP_389808.1	3985f6a91cfce86d9e4a10fea9db40a3	158	SUPERFAMILY	SSF49764	HSP20-like chaperones	55	150	7.32e-16	T	08-02-2023	IPR008978	HSP20-like chaperone	HOMOLOGOUS_SUPERFAMILY	NaN
7657	NP_389526.1	23c21506ac75e65928d2d21e1ad28650	156	FunFam	G3DSA:2.40.50.180:FF:000002	Chemotaxis protein CheW	29	96	1.3e-25	T	08-02-2023	NaN	NaN	NaN	NaN
7658	NP_389526.1	23c21506ac75e65928d2d21e1ad28650	156	PANTHER	PTHR22617	CHEMOTAXIS SENSOR HISTIDINE KINASE-RELATED	5	149	3.2000000000000003e-38	T	08-02-2023	IPR039315	Chemotaxis protein CheW	FAMILY	GO:0006935
7659	NP_389526.1	23c21506ac75e65928d2d21e1ad28650	156	SUPERFAMILY	SSF50341	CheW-like	10	145	8.11e-35	T	08-02-2023	IPR036061	CheW-like domain superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0006935
7659	NP_389526.1	23c21506ac75e65928d2d21e1ad28650	156	SUPERFAMILY	SSF50341	CheW-like	10	145	8.11e-35	T	08-02-2023	IPR036061	CheW-like domain superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0007165
7660	NP_389526.1	23c21506ac75e65928d2d21e1ad28650	156	Pfam	PF01584	CheW-like domain	11	145	5.9e-32	T	08-02-2023	IPR002545	CheW-like domain	DOMAIN	GO:0006935
7660	NP_389526.1	23c21506ac75e65928d2d21e1ad28650	156	Pfam	PF01584	CheW-like domain	11	145	5.9e-32	T	08-02-2023	IPR002545	CheW-like domain	DOMAIN	GO:0007165
7661	NP_389526.1	23c21506ac75e65928d2d21e1ad28650	156	CDD	cd00732	CheW	8	147	2.52183e-53	T	08-02-2023	NaN	NaN	NaN	NaN
7662	NP_391313.2	8113c6cbfa54a7a32a1bb739010d0366	278	PANTHER	PTHR43685	GLYCOSYLTRANSFERASE	3	244	8.999999999999999e-41	T	08-02-2023	NaN	NaN	NaN	NaN
7663	NP_391313.2	8113c6cbfa54a7a32a1bb739010d0366	278	Pfam	PF00535	Glycosyl transferase family 2	8	153	1.2e-34	T	08-02-2023	IPR001173	Glycosyltransferase 2-like	DOMAIN	NaN
7664	NP_391313.2	8113c6cbfa54a7a32a1bb739010d0366	278	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	5	229	5.0100000000000003e-57	T	08-02-2023	IPR029044	Nucleotide-diphospho-sugar transferases	HOMOLOGOUS_SUPERFAMILY	NaN
7665	NP_391313.2	8113c6cbfa54a7a32a1bb739010d0366	278	CDD	cd00761	Glyco_tranf_GTA_type	9	197	1.80702e-36	T	08-02-2023	NaN	NaN	NaN	NaN
7666	NP_388783.1	38507e8cd398e40c3c1f2e773fc4f775	176	Pfam	PF03358	NADPH-dependent FMN reductase	43	121	5e-13	T	08-02-2023	IPR005025	NADPH-dependent FMN reductase-like	DOMAIN	GO:0016491
7667	NP_388783.1	38507e8cd398e40c3c1f2e773fc4f775	176	SUPERFAMILY	SSF52218	Flavoproteins	1	169	3.15e-44	T	08-02-2023	IPR029039	Flavoprotein-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7668	NP_388783.1	38507e8cd398e40c3c1f2e773fc4f775	176	PANTHER	PTHR30546	FLAVODOXIN-RELATED PROTEIN WRBA-RELATED	44	172	5.3e-23	T	08-02-2023	NaN	NaN	NaN	NaN
7669	NP_387970.1	399a4f40cfe415c52bb3e3c71a765b95	366	PANTHER	PTHR11603	AAA FAMILY ATPASE	6	363	3.8000000000000005e-28	T	08-02-2023	NaN	NaN	NaN	NaN
7670	NP_387970.1	399a4f40cfe415c52bb3e3c71a765b95	366	CDD	cd09877	PIN_YacL-like	168	294	3.33653e-75	T	08-02-2023	NaN	NaN	NaN	NaN
7671	NP_387970.1	399a4f40cfe415c52bb3e3c71a765b95	366	SUPERFAMILY	SSF88723	PIN domain-like	166	294	2.2799999999999997e-23	T	08-02-2023	IPR029060	PIN-like domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7672	NP_391055.1	64a515c15c33efe1c4146cd7fc6f5892	132	Pfam	PF07997	Protein of unknown function (DUF1694)	4	118	5.4e-40	T	08-02-2023	IPR012543	Protein of unknown function DUF1694	FAMILY	NaN
7673	NP_391055.1	64a515c15c33efe1c4146cd7fc6f5892	132	SUPERFAMILY	SSF160515	YueI-like	4	126	9.02e-41	T	08-02-2023	NaN	NaN	NaN	NaN
7674	NP_391199.1	b0eb4423795bd816828bad9de2d57acf	263	Pfam	PF00106	short chain dehydrogenase	8	195	1.6e-50	T	08-02-2023	IPR002347	Short-chain dehydrogenase/reductase SDR	FAMILY	NaN
7675	NP_391199.1	b0eb4423795bd816828bad9de2d57acf	263	PANTHER	PTHR42879	3-OXOACYL-(ACYL-CARRIER-PROTEIN) REDUCTASE	4	260	1e-58	T	08-02-2023	NaN	NaN	NaN	NaN
7676	NP_391199.1	b0eb4423795bd816828bad9de2d57acf	263	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	6	259	1.33e-70	T	08-02-2023	IPR036291	NAD(P)-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
7677	NP_391199.1	b0eb4423795bd816828bad9de2d57acf	263	CDD	cd05233	SDR_c	10	255	5.72216e-75	T	08-02-2023	NaN	NaN	NaN	NaN
7678	NP_391199.1	b0eb4423795bd816828bad9de2d57acf	263	FunFam	G3DSA:3.40.50.720:FF:000084	Short-chain dehydrogenase reductase	1	262	3.1999999999999998e-62	T	08-02-2023	NaN	NaN	NaN	NaN
7679	NP_390797.1	1d0b42306782c1edb57777f92dd701b7	319	CDD	cd00763	Bacterial_PFK	2	318	0.0	T	08-02-2023	IPR012828	ATP-dependent 6-phosphofructokinase, prokaryotic	FAMILY	GO:0003872
7679	NP_390797.1	1d0b42306782c1edb57777f92dd701b7	319	CDD	cd00763	Bacterial_PFK	2	318	0.0	T	08-02-2023	IPR012828	ATP-dependent 6-phosphofructokinase, prokaryotic	FAMILY	GO:0005524
7679	NP_390797.1	1d0b42306782c1edb57777f92dd701b7	319	CDD	cd00763	Bacterial_PFK	2	318	0.0	T	08-02-2023	IPR012828	ATP-dependent 6-phosphofructokinase, prokaryotic	FAMILY	GO:0006002
7679	NP_390797.1	1d0b42306782c1edb57777f92dd701b7	319	CDD	cd00763	Bacterial_PFK	2	318	0.0	T	08-02-2023	IPR012828	ATP-dependent 6-phosphofructokinase, prokaryotic	FAMILY	GO:0006096
7680	NP_390797.1	1d0b42306782c1edb57777f92dd701b7	319	SUPERFAMILY	SSF53784	Phosphofructokinase	1	315	3.01e-120	T	08-02-2023	IPR035966	Phosphofructokinase superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0003872
7680	NP_390797.1	1d0b42306782c1edb57777f92dd701b7	319	SUPERFAMILY	SSF53784	Phosphofructokinase	1	315	3.01e-120	T	08-02-2023	IPR035966	Phosphofructokinase superfamily	HOMOLOGOUS_SUPERFAMILY	GO:0006096
7681	NP_390797.1	1d0b42306782c1edb57777f92dd701b7	319	PANTHER	PTHR13697	PHOSPHOFRUCTOKINASE	2	311	6.9e-111	T	08-02-2023	NaN	NaN	NaN	NaN
7682	NP_390797.1	1d0b42306782c1edb57777f92dd701b7	319	Pfam	PF00365	Phosphofructokinase	3	275	8.2e-114	T	08-02-2023	IPR000023	Phosphofructokinase domain	DOMAIN	GO:0003872
